MUNICIPIO REPORTE,Fecha,Casos_Dengue,Lluvia_mm,Poblacion
VALPARAISO,2019-01-01,0,252.11481481481482,11687
VALPARAISO,2019-02-01,0,201.86666666666667,11687
VALPARAISO,2019-03-01,0,378.5111111111111,11687
VALPARAISO,2019-04-01,0,310.93333333333334,11687
VALPARAISO,2019-05-01,2,395.22222222222223,11687
VALPARAISO,2019-06-01,0,475.85555555555555,11687
VALPARAISO,2019-07-01,0,339.48055555555555,11687
VALPARAISO,2019-08-01,0,203.20555555555555,11687
VALPARAISO,2019-09-01,0,257.7972222222222,11687
VALPARAISO,2019-10-01,0,278.27777777777777,11687
VALPARAISO,2019-11-01,2,290.65555555555557,11687
VALPARAISO,2019-12-01,1,268.6333333333333,11687
VALPARAISO,2020-01-01,3,117.03333333333333,11687
VALPARAISO,2020-02-01,1,203.47037037037038,11687
VALPARAISO,2020-03-01,7,235.88518518518518,11687
VALPARAISO,2020-04-01,7,294.9,11687
VALPARAISO,2020-05-01,3,485.70000000000005,11687
VALPARAISO,2020-06-01,3,344.77777777777777,11687
VALPARAISO,2020-07-01,0,336.2888888888889,11687
VALPARAISO,2020-08-01,0,215.3,11687
VALPARAISO,2020-09-01,1,251.22222222222223,11687
VALPARAISO,2020-10-01,0,282.05555555555554,11687
VALPARAISO,2020-11-01,0,320.44444444444446,11687
VALPARAISO,2020-12-01,0,203.7111111111111,11687
VALPARAISO,2021-01-01,0,169.64444444444445,11687
VALPARAISO,2021-02-01,0,158.05555555555554,11687
VALPARAISO,2021-03-01,0,317.70000000000005,11687
VALPARAISO,2021-04-01,0,414.7555555555556,11687
VALPARAISO,2021-05-01,0,554.0333333333333,11687
VALPARAISO,2021-06-01,0,400.0888888888889,11687
VALPARAISO,2021-07-01,1,429.24920634920636,11687
VALPARAISO,2021-08-01,0,228.6761904761905,11687
VALPARAISO,2021-09-01,0,263.247619047619,11687
VALPARAISO,2021-10-01,0,275.4634920634921,11687
VALPARAISO,2021-11-01,0,218.59047619047618,11687
VALPARAISO,2021-12-01,0,149.12857142857143,11687
VALPARAISO,2022-01-01,0,184.94444444444446,11687
VALPARAISO,2022-02-01,0,264.715873015873,11687
VALPARAISO,2022-03-01,0,319.7650793650794,11687
VALPARAISO,2022-04-01,0,394.147619047619,11687
VALPARAISO,2022-05-01,1,425.1634920634921,11687
VALPARAISO,2022-06-01,0,356.79417989417993,11687
VALPARAISO,2022-07-01,0,325.7804232804233,11687
VALPARAISO,2022-08-01,0,288.6333333333333,11687
VALPARAISO,2022-09-01,0,258.5444444444445,11687
VALPARAISO,2022-10-01,0,249.30555555555554,11687
VALPARAISO,2022-11-01,0,174.3777777777778,11687
VALPARAISO,2022-12-01,0,98.90555555555555,11687
VALPARAISO,2023-01-01,1,192.02222222222224,11687
VALPARAISO,2023-02-01,0,196.8111111111111,11687
VALPARAISO,2023-03-01,0,316.4222222222222,11687
VALPARAISO,2023-04-01,2,363.85925925925926,11687
VALPARAISO,2023-05-01,1,410.4962962962963,11687
VALPARAISO,2023-06-01,4,381.0,11687
VALPARAISO,2023-07-01,0,348.8703703703703,11687
VALPARAISO,2023-08-01,3,201.3740740740741,11687
VALPARAISO,2023-09-01,0,215.93333333333334,11687
VALPARAISO,2023-10-01,2,181.89999999999998,11687
VALPARAISO,2023-11-01,0,253.0111111111111,11687
VALPARAISO,2023-12-01,1,331.65555555555557,11687
MILAN,2018-01-01,0,186.0,11774
MILAN,2018-02-01,0,32.0,11774
MILAN,2018-03-01,0,443.0,11774
MILAN,2018-04-01,0,457.0,11774
MILAN,2018-05-01,0,409.0,11774
MILAN,2018-06-01,0,520.0,11774
MILAN,2018-07-01,0,232.0,11774
MILAN,2018-08-01,0,264.0,11774
MILAN,2018-09-01,0,160.0,11774
MILAN,2018-10-01,0,517.0,11774
MILAN,2018-11-01,0,179.0,11774
MILAN,2018-12-01,0,79.0,11774
MILAN,2019-01-01,0,236.0,11774
MILAN,2019-02-01,0,176.0,11774
MILAN,2019-03-01,0,632.0,11774
MILAN,2019-04-01,0,354.0,11774
MILAN,2019-05-01,0,421.0,11774
MILAN,2019-06-01,0,671.0,11774
MILAN,2019-07-01,0,509.0,11774
MILAN,2019-08-01,0,224.0,11774
MILAN,2019-09-01,0,195.0,11774
MILAN,2019-10-01,0,239.0,11774
MILAN,2019-11-01,0,480.0,11774
MILAN,2019-12-01,0,394.0,11774
MILAN,2020-01-01,2,5.0,11774
MILAN,2020-02-01,0,183.0,11774
MILAN,2020-03-01,2,347.0,11774
MILAN,2020-04-01,3,361.0,11774
MILAN,2020-05-01,7,812.0,11774
MILAN,2020-06-01,1,313.0,11774
MILAN,2020-07-01,3,292.0,11774
MILAN,2020-08-01,0,240.0,11774
MILAN,2020-09-01,0,296.0,11774
MILAN,2020-10-01,3,390.0,11774
MILAN,2020-11-01,1,305.0,11774
MILAN,2020-12-01,4,293.0,11774
MILAN,2021-01-01,6,178.0,11774
MILAN,2021-02-01,14,257.0,11774
MILAN,2021-03-01,2,331.0,11774
MILAN,2021-04-01,4,640.0,11774
MILAN,2021-05-01,1,778.0,11774
MILAN,2021-06-01,0,711.0,11774
MILAN,2021-07-01,0,757.0,11774
MILAN,2021-08-01,0,386.0,11774
MILAN,2021-09-01,0,415.0,11774
MILAN,2021-10-01,0,290.0,11774
MILAN,2021-11-01,0,182.0,11774
MILAN,2021-12-01,0,97.0,11774
MILAN,2022-01-01,1,183.0,11774
MILAN,2022-02-01,0,300.0,11774
MILAN,2022-03-01,0,441.0,11774
MILAN,2022-04-01,0,668.0,11774
MILAN,2022-05-01,0,712.0,11774
MILAN,2022-06-01,0,479.0,11774
MILAN,2022-07-01,0,464.0,11774
MILAN,2022-08-01,1,442.0,11774
MILAN,2022-09-01,0,206.0,11774
MILAN,2022-10-01,0,276.0,11774
MILAN,2022-11-01,1,171.0,11774
MILAN,2022-12-01,0,67.0,11774
MILAN,2023-01-01,2,277.0,11774
MILAN,2023-02-01,1,366.0,11774
MILAN,2023-03-01,0,382.0,11774
MILAN,2023-04-01,8,560.0,11774
MILAN,2023-05-01,2,573.0,11774
MILAN,2023-06-01,0,590.0,11774
MILAN,2023-07-01,2,336.0,11774
MILAN,2023-08-01,0,187.0,11774
MILAN,2023-09-01,0,247.0,11774
MILAN,2023-10-01,0,79.0,11774
MILAN,2023-11-01,0,193.0,11774
MILAN,2023-12-01,0,449.0,11774
